0 :   channel = 3    timestamp = e25bbab296, loca = 134      3d91392a, f000f000 ,203f04, ddddcccc, e2
4103 :   channel = 3    timestamp = e25be1d3ae, loca = 1088646      3dac392c, f000f000 ,203f04, ddddcccc, e2
4104 :   channel = 3    timestamp = e25be1d61f, loca = 1088976      3dab392c, f000f000 ,203f04, ddddcccc, e2
4105 :   channel = 3    timestamp = e25be1d890, loca = 1089240      3db3392c, f000f000 ,203f04, ddddcccc, e2
4106 :   channel = 3    timestamp = e25be1db01, loca = 1089504      3db0392c, f000f000 ,203f04, ddddcccc, e2
4107 :   channel = 3    timestamp = e25be1dd72, loca = 1089703      3db3392c, f000f000 ,203f04, ddddcccc, e2
4108 :   channel = 3    timestamp = e25be1dfe3, loca = 1090033      3dae392c, f000f000 ,203f04, ddddcccc, e2
4109 :   channel = 3    timestamp = e25be1e254, loca = 1090297      3db4392d, f000f000 ,203f04, ddddcccc, e2
4110 :   channel = 3    timestamp = e25be1e4c5, loca = 1090562      f00f, 203f04 ,203f04, ddddcccc, e2
4111 :   channel = 3    timestamp = e25be1e736, loca = 1090760      3db3392e, f000f000 ,203f04, ddddcccc, e2
4112 :   channel = 3    timestamp = e25be1e9a7, loca = 1091090      3db1392e, f000f000 ,203f04, ddddcccc, e2
4113 :   channel = 3    timestamp = e25be1ec18, loca = 1091354      3dad392f, f000f000 ,203f04, ddddcccc, e2
4114 :   channel = 3    timestamp = e25be1ee89, loca = 1091619      3dae392f, f000f000 ,203f04, ddddcccc, e2
4115 :   channel = 3    timestamp = e25be1f0fa, loca = 1091817      3db2392d, f000f000 ,203f04, ddddcccc, e2
4116 :   channel = 3    timestamp = e25be1f36b, loca = 1092147      3daf392d, f000f000 ,203f04, ddddcccc, e2
4117 :   channel = 3    timestamp = e25be1f5dc, loca = 1092411      3db1392e, f000f000 ,203f04, ddddcccc, e2
4118 :   channel = 3    timestamp = e25be1f84d, loca = 1092709      3db3392d, f000f000 ,203f04, ddddcccc, e2
4119 :   channel = 3    timestamp = e25be1fabe, loca = 1092907      3db5392d, f000f000 ,203f04, ddddcccc, e2
4120 :   channel = 3    timestamp = e25be1fd2f, loca = 1093237      3db8392d, f000f000 ,203f04, ddddcccc, e2
4121 :   channel = 3    timestamp = e25be1ffa0, loca = 1093501      3db7392e, f000f000 ,203f04, ddddcccc, e2
4122 :   channel = 3    timestamp = e25be20211, loca = 1093766      3db9392e, f000f000 ,203f04, ddddcccc, e2
4123 :   channel = 3    timestamp = e25be20482, loca = 1093964      3db8392d, f000f000 ,203f04, ddddcccc, e2
4124 :   channel = 3    timestamp = e25be206f3, loca = 1094294      3dbb392d, f000f000 ,203f04, ddddcccc, e2
4125 :   channel = 3    timestamp = e25be20964, loca = 1094558      3dbc392d, f000f000 ,203f04, ddddcccc, e2
4126 :   channel = 3    timestamp = e25be20bd5, loca = 1094823      3dba392d, f000f000 ,203f04, ddddcccc, e2
4127 :   channel = 3    timestamp = e25be20e46, loca = 1095021      3dbc392d, f000f000 ,203f04, ddddcccc, e2
4128 :   channel = 3    timestamp = e25be210b7, loca = 1095351      3dbd392e, f000f000 ,203f04, ddddcccc, e2
4129 :   channel = 3    timestamp = e25be21328, loca = 1095615      3dbc392e, f000f000 ,203f04, ddddcccc, e2
4130 :   channel = 3    timestamp = e25be21599, loca = 1095880      3dbc392e, f000f000 ,203f04, ddddcccc, e2
4131 :   channel = 3    timestamp = e25be2180a, loca = 1096078      3dbb392d, f000f000 ,203f04, ddddcccc, e2
4132 :   channel = 3    timestamp = e25be21a7b, loca = 1096408      3dba392e, f000f000 ,203f04, ddddcccc, e2
4133 :   channel = 3    timestamp = e25be21cec, loca = 1096672      3dbe392e, f000f000 ,203f04, ddddcccc, e2
4134 :   channel = 3    timestamp = e25be21f5d, loca = 1096937      3db9392e, f000f000 ,203f04, ddddcccc, e2
4135 :   channel = 3    timestamp = e25be221ce, loca = 1097135      3db8392e, f000f000 ,203f04, ddddcccc, e2
4136 :   channel = 3    timestamp = e25be2243f, loca = 1097465      3db8392f, f000f000 ,203f04, ddddcccc, e2
4137 :   channel = 3    timestamp = e25be226b0, loca = 1097730      f00f, 203f04 ,203f04, ddddcccc, e2
4138 :   channel = 3    timestamp = e25be22921, loca = 1097994      3dbb3930, f000f000 ,203f04, ddddcccc, e2
4139 :   channel = 3    timestamp = e25be22b92, loca = 1098192      3db83930, f000f000 ,203f04, ddddcccc, e2
4140 :   channel = 3    timestamp = e25be22e03, loca = 1098522      3dbc392f, f000f000 ,203f04, ddddcccc, e2
4141 :   channel = 3    timestamp = e25be23074, loca = 1098787      3dbf392e, f000f000 ,203f04, ddddcccc, e2
4142 :   channel = 3    timestamp = e25be232e5, loca = 1099051      3dbd392f, f000f000 ,203f04, ddddcccc, e2
4143 :   channel = 3    timestamp = e25be23556, loca = 1099249      3dc0392e, f000f000 ,203f04, ddddcccc, e2
4144 :   channel = 3    timestamp = e25be237c7, loca = 1099579      3dc0392f, f000f000 ,203f04, ddddcccc, e2
4145 :   channel = 3    timestamp = e25be23a38, loca = 1099877      3dc2392e, f000f000 ,203f04, ddddcccc, e2
4146 :   channel = 3    timestamp = e25be23ca9, loca = 1100141      3dc4392f, f000f000 ,203f04, ddddcccc, e2
4147 :   channel = 3    timestamp = e25be23f1a, loca = 1100339      3dc1392f, f000f000 ,203f04, ddddcccc, e2
4148 :   channel = 3    timestamp = e25be2418b, loca = 1100669      3dc1392f, f000f000 ,203f04, ddddcccc, e2
4149 :   channel = 3    timestamp = e25be243fc, loca = 1100934      3dc1392e, f000f000 ,203f04, ddddcccc, e2
4150 :   channel = 3    timestamp = e25be2466d, loca = 1101198      3dc6392e, f000f000 ,203f04, ddddcccc, e2
4151 :   channel = 3    timestamp = e25be248de, loca = 1101396      3dc3392e, f000f000 ,203f04, ddddcccc, e2
4152 :   channel = 3    timestamp = e25be24b4f, loca = 1101726      3dc13930, f000f000 ,203f04, ddddcccc, e2
4153 :   channel = 3    timestamp = e25be24dc0, loca = 1101991      3dc3392e, f000f000 ,203f04, ddddcccc, e2
4154 :   channel = 3    timestamp = e25be25031, loca = 1102255      3dc5392f, f000f000 ,203f04, ddddcccc, e2
4155 :   channel = 3    timestamp = e25be252a2, loca = 1102453      3dc3392e, f000f000 ,203f04, ddddcccc, e2
4156 :   channel = 3    timestamp = e25be25513, loca = 1102783      3dc4392f, f000f000 ,203f04, ddddcccc, e2
4157 :   channel = 3    timestamp = e25be25784, loca = 1103048      3dc2392e, f000f000 ,203f04, ddddcccc, e2
4158 :   channel = 3    timestamp = e25be259f5, loca = 1103312      3dc3392e, f000f000 ,203f04, ddddcccc, e2
4159 :   channel = 3    timestamp = e25be25c66, loca = 1103510      3dc73930, f000f000 ,203f04, ddddcccc, e2
4160 :   channel = 3    timestamp = e25be25ed7, loca = 1103840      3dc23930, f000f000 ,203f04, ddddcccc, e2
4161 :   channel = 3    timestamp = e25be26148, loca = 1104105      3dc63930, f000f000 ,203f04, ddddcccc, e2
4162 :   channel = 3    timestamp = e25be263b9, loca = 1104369      3dc53931, f000f000 ,203f04, ddddcccc, e2
4163 :   channel = 3    timestamp = e25be2662a, loca = 1104567      3dc53930, f000f000 ,203f04, ddddcccc, e2
4164 :   channel = 3    timestamp = e25be2689b, loca = 1104898      f00f, 203f04 ,203f04, ddddcccc, e2
4165 :   channel = 3    timestamp = e25be26b0c, loca = 1105162      3dc7392f, f000f000 ,203f04, ddddcccc, e2
4166 :   channel = 3    timestamp = e25be26d7d, loca = 1105426      3dcb3930, f000f000 ,203f04, ddddcccc, e2
4167 :   channel = 3    timestamp = e25be26fee, loca = 1105624      3dca392f, f000f000 ,203f04, ddddcccc, e2
4168 :   channel = 3    timestamp = e25be2725f, loca = 1105955      3dc9392f, f000f000 ,203f04, ddddcccc, e2
4169 :   channel = 3    timestamp = e25be274d0, loca = 1106219      3dcd3930, f000f000 ,203f04, ddddcccc, e2
4170 :   channel = 3    timestamp = e25be27741, loca = 1106483      3dc83930, f000f000 ,203f04, ddddcccc, e2
4171 :   channel = 3    timestamp = e25be279b2, loca = 1106681      3dcc3930, f000f000 ,203f04, ddddcccc, e2
4172 :   channel = 3    timestamp = e25be27c23, loca = 1107045      3dce392e, f000f000 ,203f04, ddddcccc, e2
4173 :   channel = 3    timestamp = e25be27e94, loca = 1107309      3dcc392f, f000f000 ,203f04, ddddcccc, e2
4174 :   channel = 3    timestamp = e25be28105, loca = 1107573      3dcf392e, f000f000 ,203f04, ddddcccc, e2
4175 :   channel = 3    timestamp = e25be28376, loca = 1107771      3dcc3930, f000f000 ,203f04, ddddcccc, e2
4176 :   channel = 3    timestamp = e25be285e7, loca = 1108102      3dd0392f, f000f000 ,203f04, ddddcccc, e2
4177 :   channel = 3    timestamp = e25be28858, loca = 1108366      3dd03930, f000f000 ,203f04, ddddcccc, e2
4178 :   channel = 3    timestamp = e25be28ac9, loca = 1108630      3dcf3930, f000f000 ,203f04, ddddcccc, e2
4179 :   channel = 3    timestamp = e25be28d3a, loca = 1108828      3dce3930, f000f000 ,203f04, ddddcccc, e2
4180 :   channel = 3    timestamp = e25be28fab, loca = 1109159      3dcf3930, f000f000 ,203f04, ddddcccc, e2
4181 :   channel = 3    timestamp = e25be2921c, loca = 1109423      3dd13930, f000f000 ,203f04, ddddcccc, e2
4182 :   channel = 3    timestamp = e25be2948d, loca = 1109687      3dce3931, f000f000 ,203f04, ddddcccc, e2
4183 :   channel = 3    timestamp = e25be296fe, loca = 1109885      3dd03932, f000f000 ,203f04, ddddcccc, e2
4184 :   channel = 3    timestamp = e25be2996f, loca = 1110216      3dd13931, f000f000 ,203f04, ddddcccc, e2
4185 :   channel = 3    timestamp = e25be29be0, loca = 1110480      3dd43931, f000f000 ,203f04, ddddcccc, e2
4186 :   channel = 3    timestamp = e25be29e51, loca = 1110744      3dd53931, f000f000 ,203f04, ddddcccc, e2
4187 :   channel = 3    timestamp = e25be2a0c2, loca = 1110942      3dd33931, f000f000 ,203f04, ddddcccc, e2
4188 :   channel = 3    timestamp = e25be2a333, loca = 1111273      3dd03931, f000f000 ,203f04, ddddcccc, e2
4189 :   channel = 3    timestamp = e25be2a5a4, loca = 1111537      3dd43930, f000f000 ,203f04, ddddcccc, e2
4190 :   channel = 3    timestamp = e25be2a815, loca = 1111801      3dd73931, f000f000 ,203f04, ddddcccc, e2
4191 :   channel = 3    timestamp = e25be2aa86, loca = 1111999      3dd43930, f000f000 ,203f04, ddddcccc, e2
4192 :   channel = 3    timestamp = e25be2acf7, loca = 1112330      3dd53930, f000f000 ,203f04, ddddcccc, e2
4193 :   channel = 3    timestamp = e25be2af68, loca = 1112594      3dd53930, f000f000 ,203f04, ddddcccc, e2
4194 :   channel = 3    timestamp = e25be2b1d9, loca = 1112858      3dd63930, f000f000 ,203f04, ddddcccc, e2
4195 :   channel = 3    timestamp = e25be2b44a, loca = 1113056      3dda3931, f000f000 ,203f04, ddddcccc, e2
4196 :   channel = 3    timestamp = e25be2b6bb, loca = 1113387      3dd73931, f000f000 ,203f04, ddddcccc, e2
4197 :   channel = 3    timestamp = e25be2b92c, loca = 1113651      3dd83931, f000f000 ,203f04, ddddcccc, e2
4198 :   channel = 3    timestamp = e25be2bb9d, loca = 1113915      3dd83930, f000f000 ,203f04, ddddcccc, e2
4199 :   channel = 3    timestamp = e25be2be0e, loca = 1114114      f00f, 203f04 ,203f04, ddddcccc, e2
4200 :   channel = 3    timestamp = e25be2c07f, loca = 1114444      3dda392f, f000f000 ,203f04, ddddcccc, e2
4201 :   channel = 3    timestamp = e25be2c2f0, loca = 1114708      3dd5392f, f000f000 ,203f04, ddddcccc, e2
4202 :   channel = 3    timestamp = e25be2c561, loca = 1114972      3dd93930, f000f000 ,203f04, ddddcccc, e2
4203 :   channel = 3    timestamp = e25be2c7d2, loca = 1115171      3dda3931, f000f000 ,203f04, ddddcccc, e2
4204 :   channel = 3    timestamp = e25be2ca43, loca = 1115501      3ddb3930, f000f000 ,203f04, ddddcccc, e2
4205 :   channel = 3    timestamp = e25be2ccb4, loca = 1115765      3dde3930, f000f000 ,203f04, ddddcccc, e2
4206 :   channel = 3    timestamp = e25be2cf25, loca = 1116029      3dde3931, f000f000 ,203f04, ddddcccc, e2
4207 :   channel = 3    timestamp = e25be2d196, loca = 1116228      3dde3931, f000f000 ,203f04, ddddcccc, e2
4208 :   channel = 3    timestamp = e25be2d407, loca = 1116558      3de23931, f000f000 ,203f04, ddddcccc, e2
4209 :   channel = 3    timestamp = e25be2d678, loca = 1116822      3ddc3933, f000f000 ,203f04, ddddcccc, e2
4210 :   channel = 3    timestamp = e25be2d8e9, loca = 1117086      3ddc3933, f000f000 ,203f04, ddddcccc, e2
4211 :   channel = 3    timestamp = e25be2db5a, loca = 1117285      3ddc3934, f000f000 ,203f04, ddddcccc, e2
4212 :   channel = 3    timestamp = e25be2ddcb, loca = 1117615      3ddc3931, f000f000 ,203f04, ddddcccc, e2
4213 :   channel = 3    timestamp = e25be2e03c, loca = 1117879      3dde3932, f000f000 ,203f04, ddddcccc, e2
4214 :   channel = 3    timestamp = e25be2e2ad, loca = 1118143      3dde3931, f000f000 ,203f04, ddddcccc, e2
4215 :   channel = 3    timestamp = e25be2e51e, loca = 1118342      3ddd3932, f000f000 ,203f04, ddddcccc, e2
4216 :   channel = 3    timestamp = e25be2e78f, loca = 1118672      3ddf3932, f000f000 ,203f04, ddddcccc, e2
4217 :   channel = 3    timestamp = e25be2ea00, loca = 1118936      3ddc3931, f000f000 ,203f04, ddddcccc, e2
4218 :   channel = 3    timestamp = e25be2ec71, loca = 1119200      3ddc3930, f000f000 ,203f04, ddddcccc, e2
4219 :   channel = 3    timestamp = e25be2eee2, loca = 1119399      3ddc3931, f000f000 ,203f04, ddddcccc, e2
4220 :   channel = 3    timestamp = e25be2f153, loca = 1119729      3ddb3931, f000f000 ,203f04, ddddcccc, e2
4221 :   channel = 3    timestamp = e25be2f3c4, loca = 1119993      3ddf3931, f000f000 ,203f04, ddddcccc, e2
4222 :   channel = 3    timestamp = e25be2f635, loca = 1120258      f00f, 203f04 ,203f04, ddddcccc, e2
4223 :   channel = 3    timestamp = e25be2f8a6, loca = 1120456      3ddd3930, f000f000 ,203f04, ddddcccc, e2
4224 :   channel = 3    timestamp = e25be2fb17, loca = 1120786      3ddf3931, f000f000 ,203f04, ddddcccc, e2
4225 :   channel = 3    timestamp = e25be2fd88, loca = 1121050      3de23932, f000f000 ,203f04, ddddcccc, e2
4226 :   channel = 3    timestamp = e25be2fff9, loca = 1121315      3de63932, f000f000 ,203f04, ddddcccc, e2
4227 :   channel = 3    timestamp = e25be3026a, loca = 1121513      3de53931, f000f000 ,203f04, ddddcccc, e2
4228 :   channel = 3    timestamp = e25be304db, loca = 1121843      3dea3931, f000f000 ,203f04, ddddcccc, e2
4229 :   channel = 3    timestamp = e25be3074c, loca = 1122107      3deb3931, f000f000 ,203f04, ddddcccc, e2
4230 :   channel = 3    timestamp = e25be309bd, loca = 1122405      3dea3931, f000f000 ,203f04, ddddcccc, e2
4231 :   channel = 3    timestamp = e25be30c2e, loca = 1122603      3ded3932, f000f000 ,203f04, ddddcccc, e2
4232 :   channel = 3    timestamp = e25be30e9f, loca = 1122933      3deb3931, f000f000 ,203f04, ddddcccc, e2
4233 :   channel = 3    timestamp = e25be31110, loca = 1123197      3deb3933, f000f000 ,203f04, ddddcccc, e2
4234 :   channel = 3    timestamp = e25be31381, loca = 1123462      3deb3931, f000f000 ,203f04, ddddcccc, e2
4235 :   channel = 3    timestamp = e25be315f2, loca = 1123660      3dec3932, f000f000 ,203f04, ddddcccc, e2
4236 :   channel = 3    timestamp = e25be31863, loca = 1123990      3de83932, f000f000 ,203f04, ddddcccc, e2
4237 :   channel = 3    timestamp = e25be31ad4, loca = 1124254      3de73933, f000f000 ,203f04, ddddcccc, e2
4238 :   channel = 3    timestamp = e25be31d45, loca = 1124519      3de83933, f000f000 ,203f04, ddddcccc, e2
4239 :   channel = 3    timestamp = e25be31fb6, loca = 1124717      3dea3934, f000f000 ,203f04, ddddcccc, e2
4240 :   channel = 3    timestamp = e25be32227, loca = 1125047      3de83933, f000f000 ,203f04, ddddcccc, e2
4241 :   channel = 3    timestamp = e25be32498, loca = 1125311      3de63932, f000f000 ,203f04, ddddcccc, e2
4242 :   channel = 3    timestamp = e25be32709, loca = 1125576      3de43933, f000f000 ,203f04, ddddcccc, e2
4243 :   channel = 3    timestamp = e25be3297a, loca = 1125774      3de53932, f000f000 ,203f04, ddddcccc, e2
4244 :   channel = 3    timestamp = e25be32beb, loca = 1126104      3de63931, f000f000 ,203f04, ddddcccc, e2
4245 :   channel = 3    timestamp = e25be32e5c, loca = 1126368      3de53932, f000f000 ,203f04, ddddcccc, e2
4246 :   channel = 3    timestamp = e25be330cd, loca = 1126633      3de83932, f000f000 ,203f04, ddddcccc, e2
4247 :   channel = 3    timestamp = e25be3333e, loca = 1126831      3dee3932, f000f000 ,203f04, ddddcccc, e2
4248 :   channel = 3    timestamp = e25be335af, loca = 1127161      3dee3932, f000f000 ,203f04, ddddcccc, e2
4249 :   channel = 3    timestamp = e25be33820, loca = 1127426      f00f, 203f04 ,203f04, ddddcccc, e2
4250 :   channel = 3    timestamp = e25be33a91, loca = 1127690      3def3933, f000f000 ,203f04, ddddcccc, e2
4251 :   channel = 3    timestamp = e25be33d02, loca = 1127888      3df23933, f000f000 ,203f04, ddddcccc, e2
4252 :   channel = 3    timestamp = e25be33f73, loca = 1128218      3df43933, f000f000 ,203f04, ddddcccc, e2
4253 :   channel = 3    timestamp = e25be341e4, loca = 1128483      3df13932, f000f000 ,203f04, ddddcccc, e2
4254 :   channel = 3    timestamp = e25be34455, loca = 1128747      3df13932, f000f000 ,203f04, ddddcccc, e2
4255 :   channel = 3    timestamp = e25be346c6, loca = 1128945      3df43931, f000f000 ,203f04, ddddcccc, e2
4256 :   channel = 3    timestamp = e25be34937, loca = 1129275      3df33932, f000f000 ,203f04, ddddcccc, e2
4257 :   channel = 3    timestamp = e25be34ba8, loca = 1129573      3df63934, f000f000 ,203f04, ddddcccc, e2
4258 :   channel = 3    timestamp = e25be34e19, loca = 1129837      3df03932, f000f000 ,203f04, ddddcccc, e2
4259 :   channel = 3    timestamp = e25be3508a, loca = 1130035      3df63933, f000f000 ,203f04, ddddcccc, e2
4260 :   channel = 3    timestamp = e25be352fb, loca = 1130365      3df53932, f000f000 ,203f04, ddddcccc, e2
4261 :   channel = 3    timestamp = e25be3556c, loca = 1130630      3df23933, f000f000 ,203f04, ddddcccc, e2
4262 :   channel = 3    timestamp = e25be357dd, loca = 1130894      3df63934, f000f000 ,203f04, ddddcccc, e2
4263 :   channel = 3    timestamp = e25be35a4e, loca = 1131092      3dee3934, f000f000 ,203f04, ddddcccc, e2
4264 :   channel = 3    timestamp = e25be35cbf, loca = 1131422      3df33934, f000f000 ,203f04, ddddcccc, e2
4265 :   channel = 3    timestamp = e25be35f30, loca = 1131687      3df23933, f000f000 ,203f04, ddddcccc, e2
4266 :   channel = 3    timestamp = e25be361a1, loca = 1131951      3def3933, f000f000 ,203f04, ddddcccc, e2
4267 :   channel = 3    timestamp = e25be36412, loca = 1132149      3df33933, f000f000 ,203f04, ddddcccc, e2
4268 :   channel = 3    timestamp = e25be36683, loca = 1132479      3df23933, f000f000 ,203f04, ddddcccc, e2
4269 :   channel = 3    timestamp = e25be368f4, loca = 1132744      3df23933, f000f000 ,203f04, ddddcccc, e2
4270 :   channel = 3    timestamp = e25be36b65, loca = 1133008      3df73935, f000f000 ,203f04, ddddcccc, e2
4271 :   channel = 3    timestamp = e25be36dd6, loca = 1133206      3df63933, f000f000 ,203f04, ddddcccc, e2
4272 :   channel = 3    timestamp = e25be37047, loca = 1133536      3df93934, f000f000 ,203f04, ddddcccc, e2
4273 :   channel = 3    timestamp = e25be372b8, loca = 1133801      3dfb3932, f000f000 ,203f04, ddddcccc, e2
4274 :   channel = 3    timestamp = e25be37529, loca = 1134065      3dfb3934, f000f000 ,203f04, ddddcccc, e2
4275 :   channel = 3    timestamp = e25be3779a, loca = 1134264      3dfd3933, f000f000 ,203f04, ddddcccc, e2
4276 :   channel = 3    timestamp = e25be37a0b, loca = 1134594      f00f, 203f04 ,203f04, ddddcccc, e2
4277 :   channel = 3    timestamp = e25be37c7c, loca = 1134858      3dfc3934, f000f000 ,203f04, ddddcccc, e2
4278 :   channel = 3    timestamp = e25be37eed, loca = 1135122      3e013934, f000f000 ,203f04, ddddcccc, e2
4279 :   channel = 3    timestamp = e25be3815e, loca = 1135320      3dfc3934, f000f000 ,203f04, ddddcccc, e2
4280 :   channel = 3    timestamp = e25be383cf, loca = 1135651      3dff3934, f000f000 ,203f04, ddddcccc, e2
4281 :   channel = 3    timestamp = e25be38640, loca = 1135915      3dfe3934, f000f000 ,203f04, ddddcccc, e2
4282 :   channel = 3    timestamp = e25be388b1, loca = 1136179      3dfe3934, f000f000 ,203f04, ddddcccc, e2
4283 :   channel = 3    timestamp = e25be38b22, loca = 1136377      3e023936, f000f000 ,203f04, ddddcccc, e2
4284 :   channel = 3    timestamp = e25be38d93, loca = 1136741      3dfc3935, f000f000 ,203f04, ddddcccc, e2
4285 :   channel = 3    timestamp = e25be39004, loca = 1137005      3dfa3935, f000f000 ,203f04, ddddcccc, e2
4286 :   channel = 3    timestamp = e25be39275, loca = 1137269      3dfb3935, f000f000 ,203f04, ddddcccc, e2
4287 :   channel = 3    timestamp = e25be394e6, loca = 1137467      3df83934, f000f000 ,203f04, ddddcccc, e2
4288 :   channel = 3    timestamp = e25be39757, loca = 1137798      3df83934, f000f000 ,203f04, ddddcccc, e2
4289 :   channel = 3    timestamp = e25be399c8, loca = 1138062      3df43934, f000f000 ,203f04, ddddcccc, e2
4290 :   channel = 3    timestamp = e25be39c39, loca = 1138326      3dfa3934, f000f000 ,203f04, ddddcccc, e2
4291 :   channel = 3    timestamp = e25be39eaa, loca = 1138524      3df93933, f000f000 ,203f04, ddddcccc, e2
4292 :   channel = 3    timestamp = e25be3a11b, loca = 1138855      3dfe3935, f000f000 ,203f04, ddddcccc, e2
4293 :   channel = 3    timestamp = e25be3a38c, loca = 1139119      3dfe3934, f000f000 ,203f04, ddddcccc, e2
4294 :   channel = 3    timestamp = e25be3a5fd, loca = 1139383      3dfd3934, f000f000 ,203f04, ddddcccc, e2
4295 :   channel = 3    timestamp = e25be3a86e, loca = 1139581      3e033934, f000f000 ,203f04, ddddcccc, e2
4296 :   channel = 3    timestamp = e25be3aadf, loca = 1139912      3e023935, f000f000 ,203f04, ddddcccc, e2
4297 :   channel = 3    timestamp = e25be3ad50, loca = 1140176      3e033934, f000f000 ,203f04, ddddcccc, e2
4298 :   channel = 3    timestamp = e25be3afc1, loca = 1140440      3e023935, f000f000 ,203f04, ddddcccc, e2
4299 :   channel = 3    timestamp = e25be3b232, loca = 1140638      3e003934, f000f000 ,203f04, ddddcccc, e2
4300 :   channel = 3    timestamp = e25be3b4a3, loca = 1140969      3e033935, f000f000 ,203f04, ddddcccc, e2
4301 :   channel = 3    timestamp = e25be3b714, loca = 1141233      3e033934, f000f000 ,203f04, ddddcccc, e2
4302 :   channel = 3    timestamp = e25be3b985, loca = 1141497      3e023934, f000f000 ,203f04, ddddcccc, e2
4303 :   channel = 3    timestamp = e25be3bbf6, loca = 1141695      3e043934, f000f000 ,203f04, ddddcccc, e2
4304 :   channel = 3    timestamp = e25be3be67, loca = 1142026      3e053934, f000f000 ,203f04, ddddcccc, e2
4305 :   channel = 3    timestamp = e25be3c0d8, loca = 1142290      3e033934, f000f000 ,203f04, ddddcccc, e2
4306 :   channel = 3    timestamp = e25be3c349, loca = 1142554      3e063934, f000f000 ,203f04, ddddcccc, e2
4307 :   channel = 3    timestamp = e25be3c5ba, loca = 1142752      3e053934, f000f000 ,203f04, ddddcccc, e2
4308 :   channel = 3    timestamp = e25be3c82b, loca = 1143083      3e053935, f000f000 ,203f04, ddddcccc, e2
4309 :   channel = 3    timestamp = e25be3ca9c, loca = 1143347      3e073935, f000f000 ,203f04, ddddcccc, e2
4310 :   channel = 3    timestamp = e25be3cd0d, loca = 1143611      3e043934, f000f000 ,203f04, ddddcccc, e2
4311 :   channel = 3    timestamp = e25be3cf7e, loca = 1143843      3e053936, f000f000 ,203f04, ddddcccc, e2
4312 :   channel = 3    timestamp = e25be3d1ef, loca = 1144173      3e043936, f000f000 ,203f04, ddddcccc, e2
4313 :   channel = 3    timestamp = e25be3d460, loca = 1144437      3e063936, f000f000 ,203f04, ddddcccc, e2
4314 :   channel = 3    timestamp = e25be3d6d1, loca = 1144701      3e083936, f000f000 ,203f04, ddddcccc, e2
4315 :   channel = 3    timestamp = e25be3d942, loca = 1144900      3e053936, f000f000 ,203f04, ddddcccc, e2
4316 :   channel = 3    timestamp = e25be3dbb3, loca = 1145230      3e093936, f000f000 ,203f04, ddddcccc, e2
4317 :   channel = 3    timestamp = e25be3de24, loca = 1145494      3e0b3936, f000f000 ,203f04, ddddcccc, e2
4318 :   channel = 3    timestamp = e25be3e095, loca = 1145758      3e0a3935, f000f000 ,203f04, ddddcccc, e2
4319 :   channel = 3    timestamp = e25be3e306, loca = 1145957      3e0a3935, f000f000 ,203f04, ddddcccc, e2
4320 :   channel = 3    timestamp = e25be3e577, loca = 1146287      3e0a3936, f000f000 ,203f04, ddddcccc, e2
4321 :   channel = 3    timestamp = e25be3e7e8, loca = 1146551      3e0c3935, f000f000 ,203f04, ddddcccc, e2
4322 :   channel = 3    timestamp = e25be3ea59, loca = 1146815      3e0d3937, f000f000 ,203f04, ddddcccc, e2
4323 :   channel = 3    timestamp = e25be3ecca, loca = 1147014      3e0d3935, f000f000 ,203f04, ddddcccc, e2
4324 :   channel = 3    timestamp = e25be3ef3b, loca = 1147344      3e0e3936, f000f000 ,203f04, ddddcccc, e2
4325 :   channel = 3    timestamp = e25be3f1ac, loca = 1147608      3e093935, f000f000 ,203f04, ddddcccc, e2
4326 :   channel = 3    timestamp = e25be3f41d, loca = 1147872      3e0c3935, f000f000 ,203f04, ddddcccc, e2
4327 :   channel = 3    timestamp = e25be3f68e, loca = 1148071      3e0d3935, f000f000 ,203f04, ddddcccc, e2
4328 :   channel = 3    timestamp = e25be3f8ff, loca = 1148401      3e0e3935, f000f000 ,203f04, ddddcccc, e2
4329 :   channel = 3    timestamp = e25be3fb70, loca = 1148665      3e0f3936, f000f000 ,203f04, ddddcccc, e2
4330 :   channel = 3    timestamp = e25be3fde1, loca = 1148930      f00f, 203f04 ,203f04, ddddcccc, e2
4331 :   channel = 3    timestamp = e25be40052, loca = 1149128      3e0f3935, f000f000 ,203f04, ddddcccc, e2
4332 :   channel = 3    timestamp = e25be402c3, loca = 1149458      3e113936, f000f000 ,203f04, ddddcccc, e2
4333 :   channel = 3    timestamp = e25be40534, loca = 1149722      3e0e3935, f000f000 ,203f04, ddddcccc, e2
4334 :   channel = 3    timestamp = e25be407a5, loca = 1149987      3e103936, f000f000 ,203f04, ddddcccc, e2
4335 :   channel = 3    timestamp = e25be40a16, loca = 1150185      3e143937, f000f000 ,203f04, ddddcccc, e2
4336 :   channel = 3    timestamp = e25be40c87, loca = 1150515      3e143936, f000f000 ,203f04, ddddcccc, e2
4337 :   channel = 3    timestamp = e25be40ef8, loca = 1150779      3e1b3938, f000f000 ,203f04, ddddcccc, e2
4338 :   channel = 3    timestamp = e25be41169, loca = 1151044      3e153938, f000f000 ,203f04, ddddcccc, e2
4339 :   channel = 3    timestamp = e25be413da, loca = 1151242      3e163939, f000f000 ,203f04, ddddcccc, e2
4340 :   channel = 3    timestamp = e25be4164b, loca = 1151572      3e173938, f000f000 ,203f04, ddddcccc, e2
